screen_name,text
realDonaldTrump,"WOW, great new poll- New York! Thank you for your support! #Trump2016
#NewYorkValues https://t.co/kuvCXJXjcr https://t.co/WSVmdI8vfZ"
TheDemocrats,Hillary Clinton is officially our nominee. Help make her our President: https://t.co/scRY4IsclM #DemsInPhilly https://t.co/GoUGYsE73Y
mike_pence,"RT @IMS: All suites, reserved seating &amp; infield General Admission tickets for the 100th Running of the #Indy500 presented by @penngrade are…"
realDonaldTrump,"I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!"
realDonaldTrump,"In presidential voting so far, John Kasich is ZERO for 22. So why would he be a good candidate? Hillary would beat him, I will beat Hillary!"
timkaine,Wishing the best for @POTUS during his ongoing #CubaVisit. Reestablished relations will help open doors of opportunity for its people
GOP,Al Qaeda caught the Admin by surprise &amp; “rocketed to the top of potential threats” in Obama’s daily intel briefing. https://t.co/L2MfPHnHBH
timkaine,Lead contamination in Flint has highlighted the importance of investing in prevention and mitigation resources at the federal level
GOP,RT @GOPconvention: Washington State votes today. That means 55 days until the @GOPconvention! https://t.co/yZVSukb4qR
HillaryClinton,"The #WomanCard?

Fighting for women's rights is a card we'd play any day.
https://t.co/HWPpXei0xs"
realDonaldTrump,"Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: 
https://t.co/zhkEfUouHH"
TheDemocrats,Put the numbers side-by-side to see why Democrats are the only choice for the middle class: https://t.co/muAgNZ9Xtp https://t.co/6D2jvWwBad
TheDemocrats,"After last night's failure to pass common-sense gun laws, it's clear: We must elect Democrats. https://t.co/UA1TTxI2Jb"
HillaryClinton,RT @Ann_OLeary: Our fact-finding trip to Puerto Rico made it clear: We need emergency funding to fight Zika. Tell Congress to act: https://…
timkaine,RT @kojoshow: At 12: Sen @timkaine on his legislative response to the Supreme Court ruling on contraception http://t.co/gFPcjSqiIC
mike_pence,RT @GovPenceIN: Enjoying the magnificent @Indy_Symphony at @ConnerPrairie with @FirstLadyIN #picnicontheprairie #SOTP15 http://t.co/IuEDrZS…
mike_pence,"This doesn't look like politics, this looks like obstruction &amp; the American people deserve better #MAGA https://t.co/iq6RPSJztx"
HillaryClinton,We can’t let Trump’s “manifest unfitness for office” become normal. We need to hold him accountable. https://t.co/ycp0KW7LZL
TheDemocrats,"Choice in November: A candidate who wants to outlaw abortion, or a candidate who supports women. https://t.co/E6Yx7ZM8yn"
GOP,Because it's time to #MakeAmericaOneAgain with #TrumpPence16! #RNCinCLE https://t.co/ik6WiujwH9
timkaine,"Arrived in New Delhi, India for CODEL w/ @SenAngusKing. Excited to meet w/ Indian defense officials &amp; business leaders on US-India econ ties"
timkaine,Co-sponsored the just passed #SFRC resolution that recognizes the strong economic partnership between the US and Israel
TheDemocrats,"RT @JoeBiden: It’s good to be back, folks. We've got less than 4 months until Election Day, and I need you with me. Let's go elect some Dem…"
TheDemocrats,RT @lgbt_dems: Democrats across the country wish all #LGBT youth a happy #SpiritDay. http://t.co/W2gLBX5Gzv
HillaryClinton,“I married my best friend. I was still in awe of…how smart and strong and loving and caring she was.” —@BillClinton on Hillary
GOP,"RT @gov: Emoji alert! Join the election conversation by Tweeting #RNCinCLE, #GOPconvention, #DemsInPhilly and #DemConvention. https://t.co/…"
TheDemocrats,RT @WhiteHouse: “We must resolve to always speak out against hatred and bigotry in all its forms” —@POTUS #NewAmericans
mike_pence,Companies continue to bring new jobs to Indiana. #LeadershipMatters #AStateThatWorks http://t.co/BhTVUCLcFk
timkaine,Will be on @PBS @NewsHour soon to discuss my push for a debate &amp; vote on the mission vs #ISIL &amp; today's #AUMF proposal from the President
realDonaldTrump,.@TheBrodyFile great job on @AC360. Thank you for the very smart and kind words!
mike_pence,RT @IN_Corn: Thanks to @GovPenceIN for signing farmland property tax reform today. ICGA statement: https://t.co/mVzNvRZtvo https://t.co/4CU…
realDonaldTrump,"How long did it take your staff of 823 people to think that up--and where are your 33,000 emails that you deleted? https://t.co/gECLNtQizQ"
timkaine,High-quality technical information is an important part of the educational spectrum. Glad #ECAA will recognize CTE as core curricula
TheDemocrats,Stand up for American values by standing up to Trump:  https://t.co/24nsoDxDqO https://t.co/NBK0fBmRrq
TheDemocrats,"Paul Ryan, opponent of paid family leave, demands Congress respect his need for family time https://t.co/4dJy2lXUPc https://t.co/TxYwghQFqq"
HillaryClinton,"Alton and Philando's deaths are the latest in a long, painful litany of African Americans killed in police incidents—123 so far this year."
HillaryClinton,I will protect President Obama's executive actions to keep these families together and go even further to bring more families relief. -H
realDonaldTrump,"I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!"
timkaine,I'm pushing for Congress to do its most solemn job by approving an AUMF vs ISIL. Live with the crew from @Morning_Joe soon
HillaryClinton,"When women are paid less, they're also short-changed in saving for retirement and contributing to Social Security. We've got to change this."
realDonaldTrump,"""@AnnesLimo: @realDonaldTrump @WVTTS1017 Thanks for Rochester rally.""  Great people, thank you!"
timkaine,Oliver Singleton was a dear friend whose work helped lift up the #RVA community. My prayers are with his family
timkaine,Great meeting w/ @VCETatMasonUniv &amp; @MarkWarner on how to ensure VA students are getting the best education possible http://t.co/9u6NXDgNwg
GOP,New emails illustrate the major loopholes in the ethics agreement b/w the Obama Admin &amp; @ClintonFdn https://t.co/wK51ujz9eL
TheDemocrats,RT @LaDemos: Ready. Set. #GeauxVote! What are you waiting for? Find your polling place now → https://t.co/TYtMRnr7tu #lagov https://t.co/9Q…
timkaine,Heading to Budget Conference Committee meeting. Hopeful for an outcome that includes sequester relief. Watch here: http://t.co/TmVTdUZtVC
HillaryClinton,"What you need to know about the ""alt-right"" and @realDonaldTrump's connections to white supremacy and hate groups: https://t.co/JfQLDRP8dZ"
GOP,The WH's story on Jonathan Gruber is one more reason we can't trust Obama: http://t.co/f9hgBlwapw Sign if you agree http://t.co/LoJaZHB2Ga
HillaryClinton,"“In Philadelphia, we’ll offer a very different vision for our country. One that is about building bridges, not walls.” —Hillary"
GOP,🚨 @HillaryClinton’s schedule at the State Dept was loaded w/ @ClintonFdn donors who gave $165M+ https://t.co/IjyrL5jf8b
TheDemocrats,We must pass laws to prevent gun violence. #Enough https://t.co/cCw8zWyJbG
timkaine,Met w/ @RIRprez Dennis Bickmeier to discuss the @RIRInsider's plans for the future. Hope to be at the raceway soon! http://t.co/4zEJWRdhY5
GOP,Things are getting nasty for the Dems. The recent top 5 nastiest Clinton-Sanders moments: https://t.co/3zUQdyZsmT https://t.co/CTd3gAZCRR
GOP,"The @DemConvention has been a mess in every way #DemsInPhilly #EnoughClinton
https://t.co/q6UeVOBkli"
TheDemocrats,"🎥 There is one man at the head of the GOP who will do anything to win 🎥 Donald Trump is... 

https://t.co/JeWgRWp0Yd https://t.co/4fTzGCFWlu"
TheDemocrats,"RT @HillaryClinton: ""Let’s ask ourselves, what can I do to stop violence and promote justice? How can I show that your life matters to me?""…"
TheDemocrats,A message for Donald Trump: https://t.co/iBwsj42hYa
HillaryClinton,"""The time has come for Republicans...to repudiate Mr. Trump once and for all."" —@nytimes https://t.co/yMKCpKMC4l"
HillaryClinton,"""Republicans want to tear down the pillars of middle-class security. We won’t let that happen!"" —@SenatorReid https://t.co/KY9DSGTts7"
HillaryClinton,"""My opponent has America all wrong. There’s nothing we can’t do when we come together as one nation."" —Hillary"
TheDemocrats,Nikki Haley's South Carolina has more people at or below the poverty line than 40 other states. https://t.co/xeOp7HnYOV
mike_pence,Great stopping by the Marion County Reagan Day Dinner tonight! Thanks to @IndyGOP for hosting @HolcombForIN &amp; me! https://t.co/2BEBCjC9Sj
mike_pence,Interested in joining #TeamPence? Check out the link for info on some of our paid positions! https://t.co/uSKqRLoxe8 https://t.co/Q3Ehl1trhv
mike_pence,"RT @GovPenceIN: Today, I’m signing SEA 200 and HEA 1003, which are focused on supporting teachers and schools #GovAgenda https://t.co/xNRPJ…"
TheDemocrats,"Say thanks, Obama. Vote. https://t.co/nfJOzLCIho #DemsInPhilly
https://t.co/kKO7WbEZSe"
realDonaldTrump,"I will be at the Cadillac World Golf Championship @TrumpDoral in Miami tomorrow! Rory, Phil, Bubba, Adam, and Dustin all at the top!"
GOP,"RT @GOPconvention: .@brockmealer is a walking miracle, and he will take the #RNCinCLE stage next. Watch here: https://t.co/Tf0SdlF2BC https…"
realDonaldTrump,It all begins today - WE WILL FINALLY TAKE OUR COUNTRY BACK AND MAKE AMERICA GREAT AGAIN!
GOP,"Do you have what it takes to be one of Hillary Clinton's ""everyday Americans?"" http://t.co/RODmeTvCJe"
realDonaldTrump,"Just for your info, tax returns have 0 to do w/ someone’s net worth. I have already filed my financial statements w/ FEC. They are great!"
TheDemocrats,No one can sit this election out. Are you ready to vote? https://t.co/s5qmOue7aG https://t.co/L1SNypyq6U
timkaine,Great news for @ValleyWDB. This federal funding will help grow the 21st century economy #ApprenticeshipsWork: https://t.co/CZdU7F81zp
GOP,Post #VA scandal: #veteran wait lists have increased by 50%. http://t.co/mOyfFY6UXe Demand better for our #GOPvets http://t.co/0zAJ8SBCpc
mike_pence,RT @GovPenceIN: Great to be w/ the @FirstLadyIN this morning at the 23rd annual @miracleride for @RileyHospital https://t.co/iBBfzLT0QQ
timkaine,.@SenSherrodBrown @WEWS Just took it &amp; also scored 7 of 8. I didn't know that Cap Anson started the tradition of Spring Training!
HillaryClinton,"Why do so many Ku Klux Klan members support Trump?

""A lot of what he believes, we believe in."" https://t.co/AqB3DLKL9f"
realDonaldTrump,"Thank you Costa Mesa, California! 31,000 people tonight with thousands turned away. I will be back! #Trump2016 https://t.co/4P0tzvZn0e"
TheDemocrats,"Elizabeth Warren takes on Donald Trump, a man who cares about no one but himself:
https://t.co/FNKaBBbeeS"
timkaine,RT @lizchar: Wild horse spotting on Assateague #VAisforNPSLovers https://t.co/eUG09xeQTH
timkaine,"RT @ThousandDays: Huge thank you to #Nutrition Champions Senator Susan Collins, @TimKaine @alikrieger @lucymsullivan https://t.co/gNJNFF295I"
realDonaldTrump,"""Dems warn not to underestimate Trump's potential win""
https://t.co/X3xHtjhHpB"
timkaine,Heading to floor soon to discuss right vs wrong way for Congress to engage on nuclear negotiations w/Iran-watch here http://t.co/w4RKEJMMlj
timkaine,Tune in to @WAVY_News at 4PM for my interview on ISIL &amp; my stops in Hampton Roads today. Watch live: http://t.co/fyfbyNpz2q
GOP,Updated (estimated) delegate count: https://t.co/vVjCbMTtEJ https://t.co/9MnS5Jinm3
mike_pence,Loving spending time with friends at the Bartholomew County Fair this evening. https://t.co/u3HvJZ5GnD
TheDemocrats,"The Chair of the Republican Party actually called Donald Trump a ""varsity” candidate. https://t.co/cGvUjBVEpf"
timkaine,"Thomas Jefferson died on July 4th 1826, the 50th anniversary of U.S independence and same day as rival John Adams #VAisForPresidents"
GOP,"Thank you to Navy Senior Chief Edward C. Byers Jr., a member of SEAL Team 6, who received the Medal of Honor today. https://t.co/pBHrKvzxzH"
timkaine,Today is #MFGDay15 - a celebration of America's advanced manufacturing economy http://t.co/MN4dcC5b1V
TheDemocrats,Here's to Democratic victories in 2016 💙 https://t.co/y0n4YagZzK
realDonaldTrump,"Word is that, despite a record amount spent on negative and phony ads, I had a massive victory in Florida. Numbers out soon!"
realDonaldTrump,"""@Margee11: #WISCONSIN VOTE SMART @tedcruz RECORDS R SEALED.. WHAT IS HE HIDING? SAVE AMERICA W/ @realDonaldTrump https://t.co/kMuAoGF99S"""
timkaine,"Ayer, hablé con @NoticiasDC sobre los siguientes pasos para el acuerdo nuclear con #Irán en el Congreso. Veálo aquí: http://t.co/9RmgIZjaut"
TheDemocrats,"RT @CollegeDems: The University of Iowa College Dems' president in @thedailyiowan: ""Nothing new about Rubio."" Read it here → https://t.co/z…"
timkaine,"Maintaining our roads, bridges &amp; rail improves the daily lives of VA commuters &amp; elevates our platform for economic growth #RepairOurRoads"
HillaryClinton,"""This campaign is about making sure there are no ceilings—no limits—on any of us."" —Hillary #ImWithHer https://t.co/HtFmnfoJxc"
GOP,"2nd fed judge says Clinton secret email server setup may have been in ""bad faith,"" &amp; opened the door to depositions https://t.co/vSmUJeIQ6C"
realDonaldTrump,"Will be interviewed by @StephenAtHome tonight by phone- a late show first @CBS @colbertlateshow. Enjoy! 
#Colbert #LSSC"
TheDemocrats,Stuck on ideas for holiday gifts? → Get gift cards for the Dems on your list at https://t.co/FCE3LUqXTY https://t.co/XEFD5DQhPG
timkaine,"RT @Hillary_esp: ""Hillary y yo apoyamos la reforma migratoria mientras Trump insulta a inmigrantes"" —@TimKaine en Houston, Texas. https://t…"
mike_pence,RT @GovPenceIN: Excited to be in FW to sign HEA 1001 which fully funds our RCI including NE Indiana's 'Road to 1 Million' plan https://t.co…
mike_pence,"More Hoosiers are working than ever in IN history, &amp; if we are to remain the Crossroads of America, we need the roads &amp; bridges 2 back it up"
TheDemocrats,Wow is Ted Cruz's tax plan irresponsible: https://t.co/ZhhOT1RMoB https://t.co/Bygj4o4arv
mike_pence,The financial and economic impact of EPA’s policies are detrimental to Hoosier families and businesses alike. http://t.co/64lXsrb9iG
mike_pence,RT @GovPenceIN: Listen live as I join @GarrisonRadio on @93wibc to discuss our legislative agenda https://t.co/8ytH6dA1V3
GOP,Hillary Clinton continues to dodge on the issues. Watch her spend nearly 5 full minutes dodging on TPP/TPA: http://t.co/465FM1cp8v
GOP,Sharp drop for Hillary as more Democrats realize she can't be trusted: http://t.co/4QTC6Zg1Gg #StopHillary http://t.co/7WUIuOqrIW
timkaine,Increasing access to naloxone will help save lives in the fight against opioid abuse and misuse: https://t.co/9kNpR93PRu
TheDemocrats,"RT @DNCWomen: Jerry was born before every woman could vote. In November, she's voting for Hillary. #WomensEqualityDay https://t.co/TGCRE71a…"
realDonaldTrump,"We will repeal &amp; replace #Obamacare, which has caused soaring double-digit premium increases. It is a disaster! https://t.co/NNMyTJo6i6"
timkaine,Check out today's editorial in the @newsadvance about my continued effort to pass an #AUMF vs ISIL http://t.co/MwraMRNJX2
TheDemocrats,#progress https://t.co/iyH540iqeS
GOP,"This is big. Firm handling Clinton's secret server was concerned about a ""cover up."" http://t.co/KSA8QJcQxr http://t.co/QUST0LokYB"
HillaryClinton,"""Hillary has the resilience it takes to do this job, see when she gets knocked down…she gets right back up.” —@FLOTUS"
GOP,.@SenatorTimScott: Is the president willing to blatantly disregard the law in pursuit of a campaign promise? #GitmoCall
mike_pence,"RT @GovPenceIN: This new mill will produce 370k tons of recycled paper each year, which will then be converted into corrugated boxes at Pra…"
TheDemocrats,"RT @AfAmDemocrats: We're 75 days out from the election, and there's a lot at stake. Read DNC Chief of Staff @brandondavis on @medium:  http…"
TheDemocrats,This way to the weekend 👉 #FridayFeeling https://t.co/2EOgcRJF4j
mike_pence,.@realDonaldTrump and I are deeply committed to ensuring that the voice of faith in America is free again. Inspirin… https://t.co/UWW4gS35Fn
HillaryClinton,RT @TheBriefing2016: It's Women's Equality Day. Donald Trump can't say he treats women with respect https://t.co/Rq8TFnXNev
mike_pence,"RT @indgop: (2/2) ""...of how GOP fiscal policies make a difference in our economy.""- spox @vetstrategies"
realDonaldTrump,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!
realDonaldTrump,"I'd like to call JEB a liar, but the truth is he has no clue &amp; never revealed that he used Eminent Domain- when criticizing me! (1/2)"
TheDemocrats,We need your help to crack the case of Trump's missing tax returns: https://t.co/ny742UmHMi
timkaine,Happy 378th birthday @NationalGuard! Honored to serve as commander-in-chief of @VaNationalGuard as Gov. Humbled by their sacrifice #Guard378
mike_pence,"If you are caught up in substance abuse in Indiana - there is help, and there is hope."
mike_pence,"RT @GovPenceIN: Unless and until Indiana receives assurances that proper security measures are in place, this policy will remain in full fo…"
realDonaldTrump,"I will be in Milwaukee, Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn"
TheDemocrats,Donald Trump thinks spreading hate and fear about our neighbors will win him the election. We are #BetterThanThis. https://t.co/1b64nLwKJh
mike_pence,RT @GovPenceIN: I have concern with the approach the Centers for Medicare and Medicaid Services is taking with regard to the HIP evaluation
HillaryClinton,"Donald Trump called the Trump Plaza Casino and Hotel ""the biggest hit yet.""

Now, it's abandoned. https://t.co/qjhy8Xj2U8"
TheDemocrats,"Donald Trump, s̶u̶c̶c̶e̶s̶s̶f̶u̶l̶ ̶b̶u̶s̶i̶n̶e̶s̶s̶m̶a̶n̶ casino bankrupter https://t.co/9C5fe6HWcK #BetterThanThis https://t.co/BmT181sKug"
GOP,State Dept is refusing to turn over records from @HillaryClinton’s tenure as secretary of state before the election https://t.co/rs5UNFwLB3
TheDemocrats,RT if you won't elect a Commander in Chief who disrespects our service members. https://t.co/i3ULl2io5h
realDonaldTrump,The Mayor of San Jose did a terrible job of ordering the  protection of innocent people. The thugs were lucky supporters remained peaceful!
GOP,What issues do you want to hear discussed tonight? #GOPDebate https://t.co/pCVlr1gp1b
timkaine,"Before meals in Honduras, we asked, “Give bread to those who hunger and hunger for justice to those who have bread.” https://t.co/DDBW7ZUZ2p"
HillaryClinton,"This week, Donald Trump suddenly tried to claim that he has some ""regrets."" About that... https://t.co/6Igq6bOIZG"
timkaine,Applaud @POTUS proposal of $1.1B in new funding to address the opioid &amp; heroin abuse epidemic. We must ensure people get the help they need
GOP,Republicans are holding Obama accountable. http://t.co/G1jQWkAYfw Support the lawsuit today. http://t.co/s78ScPs0G8
mike_pence,RT @Indiana_EDC: NEWS: Indiana ranks top 5 in the nation for business by @ChiefExecGrp https://t.co/X51aNf5W1S
timkaine,"Today Anne &amp; I visited the North Africa American Cemetery where 2,841 American WWII servicemembers are laid to rest. http://t.co/saG0EAE6GR"
TheDemocrats,Saturday Night Live suggests Adele. We suggest the facts. Use https://t.co/1nLlClQFql to get through Thanksgiving: https://t.co/PHC4Pp4bCw
timkaine,Proud to support the Workforce Innovation &amp; Opportunity Act-will help train Virginians for good jobs at companies ready to hire them #WIOA
TheDemocrats,It's up to us to make sure the next person who stands here is a Democrat: https://t.co/x4dVdQlxaS https://t.co/SD4kkY7cV9
mike_pence,Loving the company at @Oasis_Diner!  Great food &amp; great conversations. https://t.co/3U5eHMlHO2
realDonaldTrump,Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a
TheDemocrats,Republicans' choice: The devil they know or Donald Trump. https://t.co/7sFOmofKxV
HillaryClinton,Catch @FallonTonight at 11:35pm ET to see letters from some of Hillary's biggest fans. https://t.co/muVNwgLSRs
mike_pence,"Thank you for all of your support!
#TrumpPence16 #MAGA  https://t.co/T0uPZ2QilS"
mike_pence,Indiana employment hits HISTORIC high! #AStateThatWorks http://t.co/iwxMuJIGhm
HillaryClinton,RT @TheBriefing2016: You don't need to see who's on Trump's list to know what his Supreme Court would look like. https://t.co/HMWqUMSBIY
HillaryClinton,"""Trump says he would run our country like he has run his businesses. Well, I’m from Jersey...we see how he leads in Atlantic City.” —Booker"
GOP,Hillary Clinton is bracing for another big primary loss in Wyoming tomorrow night https://t.co/7Y2690W76x
GOP,"McCain: I don’t know what Hillary Clinton’s view of “widespread” is, but facts are stubborn things… #VetsCall"
HillaryClinton,“We have to decide whether we’re going to work together so we can all rise together.” —Hillary
mike_pence,RT @WorkOneWorks: Indiana continues to have the highest concentration of private sector Manufacturing jobs in the U.S. #INemployment
mike_pence,RT @GovPenceIN: HEA 1087 will reduce/eliminate 163 registration fees &amp; nearly 2.1 million Hoosiers will see fee decreases https://t.co/pMlE…
timkaine,RT @ABC: Tim Kaine calls Donald Trump a 'diplomatic embarrassment' after Mexico trip. https://t.co/jZFGF6D3FC https://t.co/1OW0SqRzhV
mike_pence,"RT @GovPenceIN: On Israel's Independence Day, we join our Israeli friends &amp; Jewish communities across IN &amp; the world in celebrating our mos…"
TheDemocrats,"50 high-profile Republican officials say a Trump presidency would put US security ""at risk"" 😳https://t.co/geOwU28GD9 https://t.co/anidL8fpoX"
GOP,"Meet @GovernorOMalley: http://t.co/tYKFeyxFYP The tax-hiking, anti-energy overseer of a debacle #ObamaCare exchange. http://t.co/627QkC8ZP7"
mike_pence,RT @GovPenceIN: Congrats to the @ussoccer_wnt on their impressive victory! On to the #WomensWorldCup finals Sunday! #USAvGER
timkaine,#FindYourPark today as the @NatlParkService celebrates its 99th birthday! Free admission at Virginia's beautiful parks
realDonaldTrump,"Leaving Superior, Wisconsin now. Thank you! #Trump2016 #WIPrimary
https://t.co/AoTBAQgcZr https://t.co/2C4HEwrTQF"
TheDemocrats,"An Ex-CIA Director said that Donald Trump has become ""an unwitting agent"" of Putin. Here's proof. #NBCNewsForum https://t.co/NEmnEr2sw5"
TheDemocrats,Only one presidential candidate has a plan for helping poor Americans get ahead. Here it is: https://t.co/9hKKQ13XxB https://t.co/APcxoDUmCU
GOP,@TheDemocrats rope off Dems protesting rigged debate process outside DNC HQ. http://t.co/J7n08KsdV6
mike_pence,Why a Wabash Valley coal mine is praising Supreme Court’s ruling to block coal regulations https://t.co/jcU9XYHv3x
TheDemocrats,Happy #InternationalDanceDay 💃 https://t.co/idxyJhcwe0
mike_pence,RT @GovPenceIN: Indiana’s business climate ranked eighth in the nation in @Forbes annual Best States for Business ranking https://t.co/ypTL…
TheDemocrats,8 amazing years. #WHCD https://t.co/UNxpYQTY89
realDonaldTrump,RT @ScottAdamsSays: Trump's speech today is the best persuasion I have ever seen. Game over. Now running unopposed:  https://t.co/P7fHEMP6U…
TheDemocrats,The number of homeless veterans in the United States has dropped by about 50% since 2010. https://t.co/ASDqTayxE7
TheDemocrats,"If you think America deserves better, add your name: https://t.co/P15tJYkDV3 #StopGunViolence https://t.co/PDzAUbappv"
GOP,Clinton refused 2 say email was 'error in judgment' at #DemTownHall despite exposing classified info in 1300+ emails https://t.co/1dLh1ByX9l
HillaryClinton,"""His lack of empathy and compassion can be summed up in the phrase…he’s proud he made famous—'you’re fired.'"" —@JoeBiden on Donald Trump"
HillaryClinton,Trump podría ser tu próximo Comandante del Ejército. ¿Cómo es su visión sobre la política exterior? Irresponsable. https://t.co/9MZs1jUFoV
TheDemocrats,#TransformationTuesday https://t.co/tkY75uamOd
timkaine,Shout out to Roanoke's @worldcupdad &amp; the Hemphills! Safe travels in Canada at @FIFAWWC. Enjoy the games &amp; let's go #USA! #OneNationOneTeam
TheDemocrats,Have a spare minute today? Ask some voters to support @HillaryClinton: https://t.co/68BRupYhDr https://t.co/IF3wNuRuYi
HillaryClinton,"We're stronger together—and the diversity of our athletes in Rio proved it.
https://t.co/YYflz51Y9Y"
timkaine,La reapertura de embajada de #Cuba marca nueva era de diplomacia en Latinoamérica. Esta relación renovada puede beneficiar ambos países
mike_pence,😊 #GoPacers  https://t.co/tbgaWpCCgV
HillaryClinton,Wish Mom could have been here to see tonight. https://t.co/NalmZoKoV7
mike_pence,RT @GovPenceIN: Today I led a multi-governor letter to President Obama in opposition to the Joint Comprehensive Plan of Action/Iran nuclear…
HillaryClinton,Appalling behavior from Wells Fargo. This is exactly why we need a strong @CFPB—and can't let Trump dismantle it. https://t.co/tTA2jz7unf
mike_pence,"Together, Indiana companies have created nearly 4,000 jobs each month over the last two years. http://t.co/chJsgjBNq7"
GOP,"After Clinton machine helped her become PA’s AG, Kane is now awaiting sentencing after conviction on 9 felony counts https://t.co/YrOCW3gYy8"
GOP,"You put Republicans in the majority, and it made a difference: http://t.co/O3SMKhD9sf Now tell us your priorities. http://t.co/xrwoZQDrrT"
realDonaldTrump,"""@AlexNightrasor: @realDonaldTrump @lilrachiepoo Trump will be our best president since Reagan!"
HillaryClinton,"Every child in America deserves clean air to breathe, clean water to drink, and a safe and healthy place to live. https://t.co/t0eAF9tXHH"
TheDemocrats,Update! Donald Trump now thinks Muslim Americans he's offended also cannot be judges: https://t.co/10YvglIdsQ https://t.co/2TsM8iEPR8
TheDemocrats,"The beauty of the ocean, the tragedy of ruined businesses. Visit Trump's Atlantic City: https://t.co/CWnaQZinTN https://t.co/pVo9FOF7hq"
timkaine,I had a great time celebrating Indian culture at the #FestivalofIndia in #RVA w/ @repbobbyscott yesterday! http://t.co/FOCWmFthS1
realDonaldTrump,"""@CarrollKuykend2: This veteran just voted @realDonaldTrump in the SC primary, let's make America great again!"""
HillaryClinton,We have some questions about @realDonaldTrump's cozy relationship with Russia. https://t.co/aetHzJyJCo
mike_pence,Donald Trump knows that we can make America great again. @realDonaldTrump
GOP,"Hillary Clinton backs the ""highest soda tax proposed anywhere in the country"" https://t.co/JIOVvU00xp https://t.co/4jfKIYqwwj"
mike_pence,"RT @GovPenceIN: For that reason, I suspended participation by the State of Indiana in the Syrian refugee resettlement program and I stand b…"
realDonaldTrump,"Thank you Georgia!
#SuperTuesday #Trump2016"
TheDemocrats,Ted Cruz &amp; Marco Rubio reject science—and even disagree with Ronald Reagan—on climate change https://t.co/EE6RMFxTj4 https://t.co/En2Re0vWAE
timkaine,In just a few minutes I'll join @mitchellreports on #AMR to discuss the insurgency in Iraq
TheDemocrats,"No, Donald — America isn't a hellhole. Obviously: https://t.co/qH8JJkX5mh https://t.co/31BkaRkQRq"
GOP,We're now up to 266 days since @HillaryClinton held a press conf. What is she afraid of? https://t.co/cJeMOmoZdA https://t.co/wz4RhM3QIq
realDonaldTrump,On @seanhannity show @FoxNews now. ENJOY!
GOP,Proud to announce our NC Black Advisory Council. Thank you to @ShawUniversity for hosting our kickoff today! https://t.co/UYIvEm3uer
TheDemocrats,Trump has no good reasons for not releasing his tax returns. What is he hiding? #debatenight https://t.co/Yvxg7JOrEQ
HillaryClinton,"Weapons of war like those used in Orlando and San Bernardino have no place on our streets.
https://t.co/jTFExpjcPd"
TheDemocrats,"3 young girls write POTUS, ""Can girls change the world?"" 
Read the President's response: https://t.co/ibiiZSIi6J https://t.co/uiazIH0sIe"
TheDemocrats,"""What I’ve also seen, more than anything, is what is right with America."" -President Obama #DemsInPhilly https://t.co/Mnjhhi9F2B"
realDonaldTrump,"""@MiamiNewTimes: Poll: Trump has more support in Florida than Rubio and Bush combined. https://t.co/uvH2BKQRHf https://t.co/2tvIaa2aFr"""
realDonaldTrump,I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!
HillaryClinton,History is watching. https://t.co/pdphHQmYCM
TheDemocrats,RT @DNCWomen: What will you contribute this #WomensHistoryMonth? https://t.co/Is8U0y7rmg
TheDemocrats,"Trump is in DC today, taking meetings with leaders of the party that created him.
https://t.co/dU9gzwWEYN"
mike_pence,RT @IEDC_katelyn: Ready to break ground with @GovPenceIN on Sirmax's 1st North American facility in Anderson. Coming up at 10:45 am http://…
timkaine,I'll be on CNN @NewDay this morning at 8am discussing the first @Pontifex address to Congress in history. Tune in!
TheDemocrats,“These young people and their generation... are participants making history” -@POTUS celebrating #BlackHistoryMonth https://t.co/ss1fESIB5A
GOP,Get yours in time for summer! http://t.co/r1UTlJ1UK9 The ONLY authentic GOP camo hat is cooler than ever. http://t.co/wmxyd9osIQ
realDonaldTrump,MAKE AMERICA GREAT AGAIN! https://t.co/MAZK5bdZuD
timkaine,RT @Morning_Joe: Coming up... @timkaine and @JeffFlake #morningjoe https://t.co/t2MsQhfJ4I
GOP,Some of the scenes from last night's #RNCinCLE! #MakeAmericaWorkAgain https://t.co/wePxq6u0dN
TheDemocrats,"Job growth, health care, and clean energy — we have a lot to be grateful for this Thanksgiving.
https://t.co/nQanLPx3HA"
GOP,Clinton's coronation is in danger. These 3 charts show why: http://t.co/SwKD9mTuWi http://t.co/RKIZuAFM1V
GOP,"We agree, buddy. https://t.co/k021CgMbVi #DemDebate"
TheDemocrats,#TransformationTuesday https://t.co/yLETyp2Jep
